disc_number,duration_ms_x,explicit,id,is_local,is_playable,name,popularity,track_number,type_x,album_type,album_name,release_year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1,194552,False,1nzbFLItWk2ZXrx8jvTmdZ,False,True,Invite Me,54,1,track,single,Invite Me,2016,rap,0.498,0.449,9,-7.492,0,0.038,0.579,0.0,0.191,0.256,127.827,4
1,153346,True,0I6wh8pETh9PS7dVTzykQd,False,True,Ran off on Da Plug Twice,51,1,track,single,Ran off on Da Plug Twice,2016,rap,0.868,0.444,7,-7.122,0,0.301,0.059,0.0,0.0727,0.395,159.973,4
1,223190,False,62oqXwOa4oyTQMbLhvzO4u,False,True,Red Clay (feat. Them Riverbank Boys),51,6,track,album,Mud Boggin Crew,2016,rap,0.904,0.707,1,-4.881,1,0.0405,0.0418,0.0,0.121,0.258,100.001,4
1,176855,True,7s49Um7G06hq2rulrHPsIy,False,True,Jimmy Choo,51,1,track,single,Jimmy Choo,2016,rap,0.893,0.646,11,-5.073,0,0.1,0.112,0.0,0.104,0.468,132.97,4
1,202031,True,4jpU6zDVX7KS2w9A7t9vGZ,False,True,I Bet U Won't,52,2,track,album,Get It While Its Hot,2016,rap,0.753,0.775,4,-5.642,0,0.16,0.00297,0.0,0.0488,0.572,166.155,4
1,209453,True,23NWj2izXAJ4yL6Nah73wf,False,True,Pop Style,53,1,track,single,Pop Style,2016,rap,0.789,0.488,4,-9.093,0,0.227,0.179,7.94e-06,0.104,0.0644,133.114,4
1,165266,True,6Ik9aiuaoEYxsEKGdQaEJB,False,True,California,56,7,track,album,"""Awaken, My Love!""",2016,rap,0.879,0.419,3,-11.932,1,0.588,0.315,0.0,0.118,0.847,148.953,4
1,163158,True,7ldLNBH2SDHBrdruP3JlTj,False,True,Elixir,56,9,track,album,Blackmage,2016,rap,0.756,0.535,11,-9.78,1,0.223,0.0373,0.00169,0.117,0.0698,109.927,4
1,160052,True,1YZXibR9LtH4UWi707DTaJ,False,True,Paper Bag Mask,53,1,track,album,Dark Side of the Clouds,2016,rap,0.65,0.72,11,-6.331,0,0.0723,0.0259,1.9e-05,0.128,0.108,107.931,4
1,247954,True,54zRmxMXR0OE0qkMuIm9Ve,False,True,1hunnit,52,7,track,album,Artist,2016,rap,0.7,0.481,3,-10.296,0,0.273,0.349,0.0,0.112,0.307,88.047,4
1,320546,False,1SeMnyEb5dwCBLU3QUC0K2,False,True,Hearts / Wires,56,5,track,album,Gore,2016,rap,0.507,0.52,10,-8.725,0,0.0355,0.0228,0.325,0.108,0.169,127.03,4
1,131683,True,1GIhxG5uedQGWlMIMqz8xu,False,True,Cherry P.I.E.,53,2,track,album,Dark Side of the Clouds,2016,rap,0.829,0.673,5,-6.001,0,0.0379,0.036,6.28e-05,0.214,0.505,123.989,4
1,166765,True,53iTGmEL4uwHlqUvuKcrQe,False,True,Original Uzi (4 of Us),51,3,track,album,The Perfect LUV Tape,2016,rap,0.81,0.615,10,-8.376,0,0.284,0.0534,0.0,0.0811,0.596,150.03,4
1,231897,True,3oHLvTIiiJMQ1Hx9EPKYol,False,True,Artist,52,11,track,album,Artist,2016,rap,0.768,0.823,1,-5.949,1,0.173,0.304,0.0,0.0751,0.857,158.125,4
1,125120,False,3YxunxpAExKBEvhuf7wQOK,False,True,Riot,55,5,track,album,"""Awaken, My Love!""",2016,rap,0.498,0.942,5,-6.664,1,0.0708,0.000225,8.7e-06,0.41,0.603,91.358,4
1,227493,True,7tof6xjzkgAQqBAHLa1r4r,False,True,Sriracha,54,3,track,album,The Storm (Deluxe Edition),2016,rap,0.663,0.774,1,-5.46,1,0.318,0.142,0.0,0.462,0.602,90.059,4
1,242652,True,2Vo3sVSCltAaYU1u0f9ASz,False,True,"Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz)",56,1,track,single,"Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz)",2016,rap,0.828,0.49,11,-9.278,1,0.0593,0.0336,2.71e-05,0.0867,0.279,107.968,4
1,172480,True,1iowrjzMwfcZYcFpRqMZPF,False,True,Liar,57,1,track,single,Liar,2016,rap,0.64,0.522,2,-8.652,1,0.0519,0.166,0.0,0.0842,0.263,78.033,4
1,205191,True,40lQQ8BNoXamczGI8Fr3gk,False,True,Big Juicy,56,1,track,album,Big Juicy,2016,rap,0.781,0.469,1,-10.586,1,0.23,0.000522,0.0,0.123,0.965,137.972,4
1,292910,True,0WCbhE2evMrIwRM0DlMy9k,False,True,Mixtape (feat. Young Thug & Lil Yachty),52,7,track,album,Coloring Book,2016,rap,0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,4
1,204965,True,6s1uObcOTyiLlm22qRf12y,False,True,Terminal Sex,54,1,track,single,Terminal Sex,2016,rap,0.917,0.418,6,-8.884,0,0.0667,0.504,0.021,0.0974,0.486,117.976,4
1,281813,False,3rBOkpPCniY6AxOIavGGsg,False,True,Zombies,55,4,track,album,"""Awaken, My Love!""",2016,rap,0.721,0.395,0,-12.706,1,0.0731,0.507,0.00146,0.0671,0.467,80.035,4
1,171440,True,7isbPMomU1kbgaNKOFocGJ,False,True,One Time Comin',54,8,track,album,Red Friday,2016,rap,0.825,0.598,8,-7.158,1,0.0374,0.00305,0.0,0.125,0.375,108.044,4
1,329577,True,14jC0V8KA9BEYI1OWNpIlC,False,True,Zombie (feat. Madchild & Insane Clown Posse),52,4,track,album,No Filter 2,2016,rap,0.773,0.604,9,-6.83,1,0.0682,0.0015,0.0,0.321,0.179,131.93,4
1,227928,True,2LrOjkIlb6yzYYpfp5zBZC,False,True,I Know What's Real,51,1,track,album,Artist,2016,rap,0.81,0.465,9,-7.348,1,0.236,0.0145,0.0,0.126,0.127,136.001,4
1,208000,True,3M0XJE3zuyOKksK7wIOxNN,False,True,Diddy Bop,55,3,track,album,telefone,2016,rap,0.486,0.501,6,-6.924,1,0.387,0.721,0.000111,0.11,0.636,81.261,4
1,255213,True,5I4ipBNoOOXF20YY0pOjCx,False,True,A Spike Lee Joint (feat. Anthony Flammia),54,4,track,album,3001: A Laced Odyssey,2016,rap,0.785,0.511,6,-12.335,1,0.211,0.139,0.000214,0.657,0.484,105.639,4
1,199106,True,4sisFklZd79LrAR58XZgxb,False,True,2 Hot 4 U,54,7,track,album,When the Lean Runs Out,2016,rap,0.768,0.623,8,-7.053,0,0.0673,0.0496,0.0,0.117,0.109,134.991,4
1,254000,True,3BIc6CjDJxm6P1qCls2nKa,False,True,Alone,55,9,track,album,Gold,2016,rap,0.741,0.354,2,-15.505,1,0.0812,0.656,0.702,0.384,0.037,120.018,4
1,358506,True,5ALc7rbru6QOLGodVSDocc,False,True,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",53,2,track,album,JEFFERY,2016,rap,0.891,0.491,8,-8.874,1,0.118,0.339,0.0,0.296,0.806,133.984,4
1,204964,False,2rzzlMrfwWdmJnSilwRqBM,False,True,"I'm Sorry, I'm Trying",54,1,track,single,"I'm Sorry, I'm Trying",2016,rap,0.615,0.521,2,-8.849,1,0.0483,0.31,1.6e-06,0.0978,0.182,139.438,4
1,192326,True,46EBSHECmtgkJUZZwTXebE,False,True,Off the Rails (feat. Upchurch),51,2,track,album,Keep 'em Spinnin,2016,rap,0.739,0.914,6,-4.595,1,0.218,0.0263,0.0,0.277,0.842,134.072,4
1,138333,True,2pMIZmMCkqEboAQB5j72jp,False,True,gucci mane,56,7,track,album,HELLBOY,2016,rap,0.289,0.555,10,-8.862,1,0.0958,0.0208,3.71e-06,0.251,0.274,73.532,4
1,235477,False,5KdhJG3BXUmLoO4JdycCPw,False,True,Come and See Me (feat. Drake),50,1,track,single,Come and See Me (feat. Drake),2016,rap,0.807,0.346,2,-10.275,1,0.0613,0.0538,2.55e-06,0.087,0.0608,84.98,4
1,223007,False,0XA9B3KXLmdgaQ2KcIJa3h,False,True,The Good In Me,50,10,track,album,The Human Condition,2016,rap,0.652,0.53,7,-4.744,0,0.0497,0.134,0.0,0.137,0.335,122.028,3
1,289293,True,2gxMB9jJ8LiXoaxTP6iZia,False,True,Close To You,51,15,track,album,No Hard Feelings,2016,rap,0.444,0.515,10,-7.249,0,0.184,0.0934,3.1e-06,0.122,0.229,89.062,5
1,319433,True,6dHatCnuOb1TdBIeJTK3Y0,False,True,Really Doe,56,4,track,album,Atrocity Exhibition,2016,rap,0.692,0.983,1,-3.469,1,0.29,0.0417,0.0,0.21,0.792,75.992,4
1,247054,True,5BSz8sJO2YmKfNVQG7fq2J,False,True,ULT,55,1,track,album,Imperial,2016,rap,0.772,0.786,1,-5.337,1,0.24,0.113,0.0,0.202,0.233,130.071,4
